text,label,clean,token_count,sentence_count,tokens,sentences
یہ زین کی غلطی تھی,,یہ زین کی غلطی تھی,5,1,یہ | زین | کی | غلطی | تھی,یہ زین کی غلطی تھی۔
یہ لاطینی ہے,,یہ لاطینی ہے,3,1,یہ | لاطینی | ہے,یہ لاطینی ہے۔
مکھن کہاں ہے,,مکھن کہاں ہے,3,1,مکھن | کہاں | ہے,مکھن کہاں ہے۔
مارکیٹ بڑی ہے,,مارکیٹ بڑی ہے,3,1,مارکیٹ | بڑی | ہے,مارکیٹ بڑی ہے۔
مجھے آپ پر یقین ہے,,مجھے آپ پر یقین ہے,5,1,مجھے | آپ | پر | یقین | ہے,مجھے آپ پر یقین ہے۔
میں ایک فلیٹ ٹائر ہے,,میں ایک فلیٹ ٹائر ہے,5,1,میں | ایک | فلیٹ | ٹائر | ہے,میں ایک فلیٹ ٹائر ہے۔
وہ اس سے محبت کرتی ہے,,وہ اس سے محبت کرتی ہے,6,1,وہ | اس | سے | محبت | کرتی | ہے,وہ اس سے محبت کرتی ہے۔
میں نہیں کہہ سکتا,,میں نہیں کہہ سکتا,4,1,میں | نہیں | کہہ | سکتا,میں نہیں کہہ سکتا۔
زین خوفزدہ ہے,,زین خوفزدہ ہے,3,1,زین | خوفزدہ | ہے,زین خوفزدہ ہے۔
ہم اسے معاف کر دیتے ہیں,,ہم اسے معاف کر دیتے ہیں,6,1,ہم | اسے | معاف | کر | دیتے | ہیں,ہم اسے معاف کر دیتے ہیں۔
آپ اب خاموش ہو سکتے ہیں,,آپ اب خاموش ہو سکتے ہیں,6,1,آپ | اب | خاموش | ہو | سکتے | ہیں,آپ اب خاموش ہو سکتے ہیں۔
میں کتابیں نہیں پڑھتا,,میں کتابیں نہیں پڑھتا,4,1,میں | کتابیں | نہیں | پڑھتا,میں کتابیں نہیں پڑھتا۔
آئیے مل کر کام کریں,,آئیے مل کر کام کریں,5,1,آئیے | مل | کر | کام | کریں,آئیے مل کر کام کریں۔
میں اندر چلا گیا,,میں اندر چلا گیا,4,1,میں | اندر | چلا | گیا,میں اندر چلا گیا۔
میرے پاس پیسے نہیں ہیں,,میرے پاس پیسے نہیں ہیں,5,1,میرے | پاس | پیسے | نہیں | ہیں,میرے پاس پیسے نہیں ہیں۔
اس کے تقریبا موسم گرما,,اس کے تقریبا موسم گرما,5,1,اس | کے | تقریبا | موسم | گرما,اس کے تقریبا موسم گرما۔
زین چھوڑنا,,زین چھوڑنا,2,1,زین | چھوڑنا,زین چھوڑنا۔
زین نے اس پر توجہ نہیں دی,,زین نے اس پر توجہ نہیں دی,7,1,زین | نے | اس | پر | توجہ | نہیں | دی,زین نے اس پر توجہ نہیں دی۔
کیا وہ ٹھیک ہے,,کیا وہ ٹھیک ہے,4,1,کیا | وہ | ٹھیک | ہے,کیا وہ ٹھیک ہے۔
یہ ایک مذاق ہے,,یہ ایک مذاق ہے,4,1,یہ | ایک | مذاق | ہے,یہ ایک مذاق ہے۔
زین کو کتنا برا چوٹ لگی ہے,,زین کو کتنا برا چوٹ لگی ہے,7,1,زین | کو | کتنا | برا | چوٹ | لگی | ہے,زین کو کتنا برا چوٹ لگی ہے۔
زکام متعدی ہوتا ہے,,زکام متعدی ہوتا ہے,4,1,زکام | متعدی | ہوتا | ہے,زکام متعدی ہوتا ہے۔
سب کچھ تیار ہے,,سب کچھ تیار ہے,4,1,سب | کچھ | تیار | ہے,سب کچھ تیار ہے۔
آپ اسٹارٹر کے لئے کیا چاہتے ہیں,,آپ اسٹارٹر کے لئے کیا چاہتے ہیں,7,1,آپ | اسٹارٹر | کے | لئے | کیا | چاہتے | ہیں,آپ اسٹارٹر کے لئے کیا چاہتے ہیں۔
زین بہت زور سے ہے,,زین بہت زور سے ہے,5,1,زین | بہت | زور | سے | ہے,زین بہت زور سے ہے۔
کوئی خیال نہیں ملتا,,کوئی خیال نہیں ملتا,4,1,کوئی | خیال | نہیں | ملتا,کوئی خیال نہیں ملتا۔
وہ برہنہ ہو کر باہر بھاگا,,وہ برہنہ ہو کر باہر بھاگا,6,1,وہ | برہنہ | ہو | کر | باہر | بھاگا,وہ برہنہ ہو کر باہر بھاگا۔
مجھے جلدی کرنی چاہئے,,مجھے جلدی کرنی چاہئے,4,1,مجھے | جلدی | کرنی | چاہئے,مجھے جلدی کرنی چاہئے۔
میں بمشکل ٹام کو جانتا ہوں,,میں بمشکل ٹام کو جانتا ہوں,6,1,میں | بمشکل | ٹام | کو | جانتا | ہوں,میں بمشکل ٹام کو جانتا ہوں۔
مجھے وہ ہنسی یاد ہے,,مجھے وہ ہنسی یاد ہے,5,1,مجھے | وہ | ہنسی | یاد | ہے,مجھے وہ ہنسی یاد ہے۔
وہ کیا کہہ رہے ہیں,,وہ کیا کہہ رہے ہیں,5,1,وہ | کیا | کہہ | رہے | ہیں,وہ کیا کہہ رہے ہیں۔
وہاں پر میری گاڑیاں,,وہاں پر میری گاڑیاں,4,1,وہاں | پر | میری | گاڑیاں,وہاں پر میری گاڑیاں۔
انہوں نے اسے برطرف کر دیا ہے,,انہوں نے اسے برطرف کر دیا ہے,7,1,انہوں | نے | اسے | برطرف | کر | دیا | ہے,انہوں نے اسے برطرف کر دیا ہے۔
احتیاط سے گاڑی چلانا,,احتیاط سے گاڑی چلانا,4,1,احتیاط | سے | گاڑی | چلانا,احتیاط سے گاڑی چلانا۔
زین کبھی خوش نہیں تھا,,زین کبھی خوش نہیں تھا,5,1,زین | کبھی | خوش | نہیں | تھا,زین کبھی خوش نہیں تھا۔
زان پاگل,,زان پاگل,2,1,زان | پاگل,زان پاگل۔
کیا آپ اس علاقے سے ہیں,,کیا آپ اس علاقے سے ہیں,6,1,کیا | آپ | اس | علاقے | سے | ہیں,کیا آپ اس علاقے سے ہیں۔
کلب میں خوش آمدید,,کلب میں خوش آمدید,4,1,کلب | میں | خوش | آمدید,کلب میں خوش آمدید۔
وہ زمین پر اتر اہے,,وہ زمین پر اتر اہے,5,1,وہ | زمین | پر | اتر | اہے,وہ زمین پر اتر اہے۔
مجھے کچھ نہیں ملا,,مجھے کچھ نہیں ملا,4,1,مجھے | کچھ | نہیں | ملا,مجھے کچھ نہیں ملا۔
جہاں چاہیں رکھ دیں,,جہاں چاہیں رکھ دیں,4,1,جہاں | چاہیں | رکھ | دیں,جہاں چاہیں رکھ دیں۔
اس کی زندگی خطرے میں ہے,,اس کی زندگی خطرے میں ہے,6,1,اس | کی | زندگی | خطرے | میں | ہے,اس کی زندگی خطرے میں ہے۔
میں شرط لگاتا ہوں کہ یہ ٹام تھا,,میں شرط لگاتا ہوں کہ یہ ٹام تھا,8,1,میں | شرط | لگاتا | ہوں | کہ | یہ | ٹام | تھا,میں شرط لگاتا ہوں کہ یہ ٹام تھا۔
میں نے ادا کرنے کے لئے ایک قرض ہے,,میں نے ادا کرنے کے لئے ایک قرض ہے,9,1,میں | نے | ادا | کرنے | کے | لئے | ایک | قرض | ہے,میں نے ادا کرنے کے لئے ایک قرض ہے۔
میں یقینی طور پر نہیں جانتا,,میں یقینی طور پر نہیں جانتا,6,1,میں | یقینی | طور | پر | نہیں | جانتا,میں یقینی طور پر نہیں جانتا۔
زان مضبوط,,زان مضبوط,2,1,زان | مضبوط,زان مضبوط۔
اتنا پرجوش نہ ہوں,,اتنا پرجوش نہ ہوں,4,1,اتنا | پرجوش | نہ | ہوں,اتنا پرجوش نہ ہوں۔
زان وں کو اختیار کیا گیا,,زان وں کو اختیار کیا گیا,6,1,زان | وں | کو | اختیار | کیا | گیا,زان وں کو اختیار کیا گیا۔
یہ بہت مزہ نہیں تھا,,یہ بہت مزہ نہیں تھا,5,1,یہ | بہت | مزہ | نہیں | تھا,یہ بہت مزہ نہیں تھا۔
آپ یہ نہیں کر سکتے,,آپ یہ نہیں کر سکتے,5,1,آپ | یہ | نہیں | کر | سکتے,آپ یہ نہیں کر سکتے۔
زین کہاں جائے گا,,زین کہاں جائے گا,4,1,زین | کہاں | جائے | گا,زین کہاں جائے گا۔
یہ بچوں کا کھیل تھا,,یہ بچوں کا کھیل تھا,5,1,یہ | بچوں | کا | کھیل | تھا,یہ بچوں کا کھیل تھا۔
وہ بلیوں سے محبت کرتی ہے,,وہ بلیوں سے محبت کرتی ہے,6,1,وہ | بلیوں | سے | محبت | کرتی | ہے,وہ بلیوں سے محبت کرتی ہے۔
میں پارٹی کرنا پسند کرتا ہوں,,میں پارٹی کرنا پسند کرتا ہوں,6,1,میں | پارٹی | کرنا | پسند | کرتا | ہوں,میں پارٹی کرنا پسند کرتا ہوں۔
میں نے ٹام کو ووٹ دیا,,میں نے ٹام کو ووٹ دیا,6,1,میں | نے | ٹام | کو | ووٹ | دیا,میں نے ٹام کو ووٹ دیا۔
ہم نے بات کرنے کے لئے مل گیا,,ہم نے بات کرنے کے لئے مل گیا,8,1,ہم | نے | بات | کرنے | کے | لئے | مل | گیا,ہم نے بات کرنے کے لئے مل گیا۔
میں غصے میں تھا,,میں غصے میں تھا,4,1,میں | غصے | میں | تھا,میں غصے میں تھا۔
میرا بیٹا کہاں ہے,,میرا بیٹا کہاں ہے,4,1,میرا | بیٹا | کہاں | ہے,میرا بیٹا کہاں ہے۔
جھوٹ بولنا غلط ہے,,جھوٹ بولنا غلط ہے,4,1,جھوٹ | بولنا | غلط | ہے,جھوٹ بولنا غلط ہے۔
ایک اچھا سفر ہے,,ایک اچھا سفر ہے,4,1,ایک | اچھا | سفر | ہے,ایک اچھا سفر ہے۔
ہم کزن ہیں,,ہم کزن ہیں,3,1,ہم | کزن | ہیں,ہم کزن ہیں۔
زین ایک ربی ہے,,زین ایک ربی ہے,4,1,زین | ایک | ربی | ہے,زین ایک ربی ہے۔
مذاق کر رہے تھے,,مذاق کر رہے تھے,4,1,مذاق | کر | رہے | تھے,مذاق کر رہے تھے۔
مجھے جواب نہیں ملا,,مجھے جواب نہیں ملا,4,1,مجھے | جواب | نہیں | ملا,مجھے جواب نہیں ملا۔
میں بیٹھ سکتا ہوں,,میں بیٹھ سکتا ہوں,4,1,میں | بیٹھ | سکتا | ہوں,میں بیٹھ سکتا ہوں۔
مجھے ہتھوڑے کی ضرورت ہے,,مجھے ہتھوڑے کی ضرورت ہے,5,1,مجھے | ہتھوڑے | کی | ضرورت | ہے,مجھے ہتھوڑے کی ضرورت ہے۔
اس کے والدین مجھ سے نفرت کرتے ہیں,,اس کے والدین مجھ سے نفرت کرتے ہیں,8,1,اس | کے | والدین | مجھ | سے | نفرت | کرتے | ہیں,اس کے والدین مجھ سے نفرت کرتے ہیں۔
زین پارٹی کیسی تھی,,زین پارٹی کیسی تھی,4,1,زین | پارٹی | کیسی | تھی,زین پارٹی کیسی تھی۔
وہ الجھی ہوئی نظر آتی ہے,,وہ الجھی ہوئی نظر آتی ہے,6,1,وہ | الجھی | ہوئی | نظر | آتی | ہے,وہ الجھی ہوئی نظر آتی ہے۔
یہ پوچھنے کے لئے بہت کچھ ہے,,یہ پوچھنے کے لئے بہت کچھ ہے,7,1,یہ | پوچھنے | کے | لئے | بہت | کچھ | ہے,یہ پوچھنے کے لئے بہت کچھ ہے۔
جہاں ہمارا پیسہ ہے,,جہاں ہمارا پیسہ ہے,4,1,جہاں | ہمارا | پیسہ | ہے,جہاں ہمارا پیسہ ہے۔
آنکھیں بند کریں,,آنکھیں بند کریں,3,1,آنکھیں | بند | کریں,آنکھیں بند کریں۔
کیا میں سو گیا,,کیا میں سو گیا,4,1,کیا | میں | سو | گیا,کیا میں سو گیا۔
کیا میں نے یہ نہیں کہا,,کیا میں نے یہ نہیں کہا,6,1,کیا | میں | نے | یہ | نہیں | کہا,کیا میں نے یہ نہیں کہا۔
دوبارہ کوشش کریں,,دوبارہ کوشش کریں,3,1,دوبارہ | کوشش | کریں,دوبارہ کوشش کریں۔
ہم کچھ نہیں کر سکتے,,ہم کچھ نہیں کر سکتے,5,1,ہم | کچھ | نہیں | کر | سکتے,ہم کچھ نہیں کر سکتے۔
اس کی دلچسپ,,اس کی دلچسپ,3,1,اس | کی | دلچسپ,اس کی دلچسپ۔
وہ زمین پہ کھڑا ہوا تھا۔,,وہ زمین پہ کھڑا ہوا تھا۔,7,1,وہ | زمین | پہ | کھڑا | ہوا | تھا | ۔,وہ زمین پہ کھڑا ہوا تھا۔
یہ احمقانہ تھا,,یہ احمقانہ تھا,3,1,یہ | احمقانہ | تھا,یہ احمقانہ تھا۔
آئیے معلوم کرتے ہیں,,آئیے معلوم کرتے ہیں,4,1,آئیے | معلوم | کرتے | ہیں,آئیے معلوم کرتے ہیں۔
اب اسے سردی ہے,,اب اسے سردی ہے,4,1,اب | اسے | سردی | ہے,اب اسے سردی ہے۔
ہم نے اسے دیکھا,,ہم نے اسے دیکھا,4,1,ہم | نے | اسے | دیکھا,ہم نے اسے دیکھا۔
یہ ایک مسئلہ ہے,,یہ ایک مسئلہ ہے,4,1,یہ | ایک | مسئلہ | ہے,یہ ایک مسئلہ ہے۔
زین متاثر ہے,,زین متاثر ہے,3,1,زین | متاثر | ہے,زین متاثر ہے۔
یہ وہی بات ہے جو اس نے آپ کے بارے میں کہی تھی,,یہ وہی بات ہے جو اس نے آپ کے بارے میں کہی تھی,13,2,یہ | وہی | بات | ہے | جو | اس | نے | آپ | کے | بارے | میں | کہی | تھی,یہ وہی بات ہے۔ || جو اس نے آپ کے بارے میں کہی تھی۔
کیا آپ نے اپنا کام کیا,,کیا آپ نے اپنا کام کیا,6,1,کیا | آپ | نے | اپنا | کام | کیا,کیا آپ نے اپنا کام کیا۔
کیا آپ نے کاغذ کاٹا,,کیا آپ نے کاغذ کاٹا,5,1,کیا | آپ | نے | کاغذ | کاٹا,کیا آپ نے کاغذ کاٹا۔
ادا کر رہے تھے,,ادا کر رہے تھے,4,1,ادا | کر | رہے | تھے,ادا کر رہے تھے۔
میں کوریائی ہوں,,میں کوریائی ہوں,3,1,میں | کوریائی | ہوں,میں کوریائی ہوں۔
آپ کو ٹام کو فون کرنا چاہئے,,آپ کو ٹام کو فون کرنا چاہئے,7,1,آپ | کو | ٹام | کو | فون | کرنا | چاہئے,آپ کو ٹام کو فون کرنا چاہئے۔
ہم نے اپنے پسندیدہ ریستوران میں دو میزیں بک کرلیں,,ہم نے اپنے پسندیدہ ریستوران میں دو میزیں بک کرلیں,10,1,ہم | نے | اپنے | پسندیدہ | ریستوران | میں | دو | میزیں | بک | کرلیں,ہم نے اپنے پسندیدہ ریستوران میں دو میزیں بک کرلیں۔
بوسہ لینا مزہ ہے,,بوسہ لینا مزہ ہے,4,1,بوسہ | لینا | مزہ | ہے,بوسہ لینا مزہ ہے۔
مجھے اس سے ملنا پسند تھا,,مجھے اس سے ملنا پسند تھا,6,1,مجھے | اس | سے | ملنا | پسند | تھا,مجھے اس سے ملنا پسند تھا۔
اس نے سچ کہا,,اس نے سچ کہا,4,1,اس | نے | سچ | کہا,اس نے سچ کہا۔
کیا آپ مجھے کچھ رقم دے سکتے ہیں,,کیا آپ مجھے کچھ رقم دے سکتے ہیں,8,1,کیا | آپ | مجھے | کچھ | رقم | دے | سکتے | ہیں,کیا آپ مجھے کچھ رقم دے سکتے ہیں۔
چٹان گیلی محسوس ہوتی ہے,,چٹان گیلی محسوس ہوتی ہے,5,1,چٹان | گیلی | محسوس | ہوتی | ہے,چٹان گیلی محسوس ہوتی ہے۔
اپنی ٹوپی اتاریں,,اپنی ٹوپی اتاریں,3,1,اپنی | ٹوپی | اتاریں,اپنی ٹوپی اتاریں۔
میرے کمرے میں جھاڑو,,میرے کمرے میں جھاڑو,4,1,میرے | کمرے | میں | جھاڑو,میرے کمرے میں جھاڑو۔
زبردست,,زبردست,1,1,زبردست,زبردست۔
آرام سے,,آرام سے,2,1,آرام | سے,آرام سے۔
کیا آپ ہمارا میٹھا مینو دیکھنا چاہیں گے,,کیا آپ ہمارا میٹھا مینو دیکھنا چاہیں گے,8,1,کیا | آپ | ہمارا | میٹھا | مینو | دیکھنا | چاہیں | گے,کیا آپ ہمارا میٹھا مینو دیکھنا چاہیں گے۔
زین کا صرف ایک بازو ہوتا ہے,,زین کا صرف ایک بازو ہوتا ہے,7,1,زین | کا | صرف | ایک | بازو | ہوتا | ہے,زین کا صرف ایک بازو ہوتا ہے۔
وہ نہیں جانتا,,وہ نہیں جانتا,3,1,وہ | نہیں | جانتا,وہ نہیں جانتا۔
مجھے یہ جواب پسند ہے,,مجھے یہ جواب پسند ہے,5,1,مجھے | یہ | جواب | پسند | ہے,مجھے یہ جواب پسند ہے۔
آگے بڑھو اور ٹام سے پوچھو,,آگے بڑھو اور ٹام سے پوچھو,6,1,آگے | بڑھو | اور | ٹام | سے | پوچھو,آگے بڑھو اور ٹام سے پوچھو۔
زین غیر فیصلہ کن نظر آتا ہے,,زین غیر فیصلہ کن نظر آتا ہے,7,1,زین | غیر | فیصلہ | کن | نظر | آتا | ہے,زین غیر فیصلہ کن نظر آتا ہے۔
کتنا گھناؤنا,,کتنا گھناؤنا,2,1,کتنا | گھناؤنا,کتنا گھناؤنا۔
میں نے اس کے ساتھ مزہ کیا,,میں نے اس کے ساتھ مزہ کیا,7,1,میں | نے | اس | کے | ساتھ | مزہ | کیا,میں نے اس کے ساتھ مزہ کیا۔
مجھے اس کا آدھا حصہ دے دو,,مجھے اس کا آدھا حصہ دے دو,7,1,مجھے | اس | کا | آدھا | حصہ | دے | دو,مجھے اس کا آدھا حصہ دے دو۔
آپ اس کے لئے ادا کریں گے,,آپ اس کے لئے ادا کریں گے,7,1,آپ | اس | کے | لئے | ادا | کریں | گے,آپ اس کے لئے ادا کریں گے۔
مجھے کینڈی بھی پسند ہے,,مجھے کینڈی بھی پسند ہے,5,1,مجھے | کینڈی | بھی | پسند | ہے,مجھے کینڈی بھی پسند ہے۔
ہم بھائی ہیں,,ہم بھائی ہیں,3,1,ہم | بھائی | ہیں,ہم بھائی ہیں۔
زین فیاض تھا,,زین فیاض تھا,3,1,زین | فیاض | تھا,زین فیاض تھا۔
انہوں نے کوشش کی,,انہوں نے کوشش کی,4,1,انہوں | نے | کوشش | کی,انہوں نے کوشش کی۔
میں ایک برا شخص ہوں,,میں ایک برا شخص ہوں,5,1,میں | ایک | برا | شخص | ہوں,میں ایک برا شخص ہوں۔
میں منتخب ہوں,,میں منتخب ہوں,3,1,میں | منتخب | ہوں,میں منتخب ہوں۔
آپ حسد کرتے تھے,,آپ حسد کرتے تھے,4,1,آپ | حسد | کرتے | تھے,آپ حسد کرتے تھے۔
زیادہ دیر نہ کریں,,زیادہ دیر نہ کریں,4,1,زیادہ | دیر | نہ | کریں,زیادہ دیر نہ کریں۔
زین کام کرتا ہے,,زین کام کرتا ہے,4,1,زین | کام | کرتا | ہے,زین کام کرتا ہے۔
ہمیں ایک جال بچھانا چاہئے,,ہمیں ایک جال بچھانا چاہئے,5,1,ہمیں | ایک | جال | بچھانا | چاہئے,ہمیں ایک جال بچھانا چاہئے۔
میں تم پر مقدمہ کروں گا۔,,میں تم پر مقدمہ کروں گا۔,7,1,میں | تم | پر | مقدمہ | کروں | گا | ۔,میں تم پر مقدمہ کروں گا۔
سیدھی لکیر کھینچنا,,سیدھی لکیر کھینچنا,3,1,سیدھی | لکیر | کھینچنا,سیدھی لکیر کھینچنا۔
گھر سجایا گیا تھا,,گھر سجایا گیا تھا,4,1,گھر | سجایا | گیا | تھا,گھر سجایا گیا تھا۔
زین نہیں آیا,,زین نہیں آیا,3,1,زین | نہیں | آیا,زین نہیں آیا۔
زین نے تمباکو نوشی چھوڑ دی,,زین نے تمباکو نوشی چھوڑ دی,6,1,زین | نے | تمباکو | نوشی | چھوڑ | دی,زین نے تمباکو نوشی چھوڑ دی۔
وہ بہت خوش نظر آ رہا تھا,,وہ بہت خوش نظر آ رہا تھا,7,1,وہ | بہت | خوش | نظر | آ | رہا | تھا,وہ بہت خوش نظر آ رہا تھا۔
میں جلدی میں ہوں,,میں جلدی میں ہوں,4,1,میں | جلدی | میں | ہوں,میں جلدی میں ہوں۔
دوپہر کا کھانا کھانے دیں,,دوپہر کا کھانا کھانے دیں,5,1,دوپہر | کا | کھانا | کھانے | دیں,دوپہر کا کھانا کھانے دیں۔
زین کے پاس ایک نئی کار ہے,,زین کے پاس ایک نئی کار ہے,7,1,زین | کے | پاس | ایک | نئی | کار | ہے,زین کے پاس ایک نئی کار ہے۔
کیا آپ کو میٹھی چائے پسند ہے,,کیا آپ کو میٹھی چائے پسند ہے,7,1,کیا | آپ | کو | میٹھی | چائے | پسند | ہے,کیا آپ کو میٹھی چائے پسند ہے۔
یہ میٹھا نہیں ہے,,یہ میٹھا نہیں ہے,4,1,یہ | میٹھا | نہیں | ہے,یہ میٹھا نہیں ہے۔
زین خوبصورت ہے,,زین خوبصورت ہے,3,1,زین | خوبصورت | ہے,زین خوبصورت ہے۔
میں یہی چاہتا ہوں,,میں یہی چاہتا ہوں,4,1,میں | یہی | چاہتا | ہوں,میں یہی چاہتا ہوں۔
زین برا جھوٹا ہے,,زین برا جھوٹا ہے,4,1,زین | برا | جھوٹا | ہے,زین برا جھوٹا ہے۔
زین گوشت نہیں کھاتا,,زین گوشت نہیں کھاتا,4,1,زین | گوشت | نہیں | کھاتا,زین گوشت نہیں کھاتا۔
کیا آپ کو پریشان کر رہا ہے,,کیا آپ کو پریشان کر رہا ہے,7,1,کیا | آپ | کو | پریشان | کر | رہا | ہے,کیا آپ کو پریشان کر رہا ہے۔
مجھے سخت سردی تھی,,مجھے سخت سردی تھی,4,1,مجھے | سخت | سردی | تھی,مجھے سخت سردی تھی۔
وہ سونگھ رہا تھا,,وہ سونگھ رہا تھا,4,1,وہ | سونگھ | رہا | تھا,وہ سونگھ رہا تھا۔
میں نے اپنی غلطی کا اعتراف کیا,,میں نے اپنی غلطی کا اعتراف کیا,7,1,میں | نے | اپنی | غلطی | کا | اعتراف | کیا,میں نے اپنی غلطی کا اعتراف کیا۔
آپ کو ڈاکٹر سے ملنا چاہئے,,آپ کو ڈاکٹر سے ملنا چاہئے,6,1,آپ | کو | ڈاکٹر | سے | ملنا | چاہئے,آپ کو ڈاکٹر سے ملنا چاہئے۔
زین بیمار ہے,,زین بیمار ہے,3,1,زین | بیمار | ہے,زین بیمار ہے۔
اسے آزمانے دیتا ہے,,اسے آزمانے دیتا ہے,4,1,اسے | آزمانے | دیتا | ہے,اسے آزمانے دیتا ہے۔
مجھے فرنچ ٹوسٹ پسند ہے,,مجھے فرنچ ٹوسٹ پسند ہے,5,1,مجھے | فرنچ | ٹوسٹ | پسند | ہے,مجھے فرنچ ٹوسٹ پسند ہے۔
میں اب بھی اکیلا ہوں,,میں اب بھی اکیلا ہوں,5,1,میں | اب | بھی | اکیلا | ہوں,میں اب بھی اکیلا ہوں۔
آہستہ آہستہ کھانا,,آہستہ آہستہ کھانا,3,1,آہستہ | آہستہ | کھانا,آہستہ آہستہ کھانا۔
امنے ہمسایوں سے بہترین سلوک کرو۔,,امنے ہمسایوں سے بہترین سلوک کرو۔,7,1,امنے | ہمسایوں | سے | بہترین | سلوک | کرو | ۔,امنے ہمسایوں سے بہترین سلوک کرو۔
کون بات کر رہا ہے,,کون بات کر رہا ہے,5,1,کون | بات | کر | رہا | ہے,کون بات کر رہا ہے۔
کیا آپ گرین ٹی پی رہی ہے؟,,کیا آپ گرین ٹی پی رہی ہے؟,8,1,کیا | آپ | گرین | ٹی | پی | رہی | ہے | ؟,کیا آپ گرین ٹی پی رہی ہے؟
ہمیں انہیں تلاش کرنا چاہئے,,ہمیں انہیں تلاش کرنا چاہئے,5,1,ہمیں | انہیں | تلاش | کرنا | چاہئے,ہمیں انہیں تلاش کرنا چاہئے۔
خواب سچ ہو جاتے ہیں,,خواب سچ ہو جاتے ہیں,5,1,خواب | سچ | ہو | جاتے | ہیں,خواب سچ ہو جاتے ہیں۔
اجلاس پچھلے ہفتے منعقد ہوئی تھی۔,,اجلاس پچھلے ہفتے منعقد ہوئی تھی۔,7,1,اجلاس | پچھلے | ہفتے | منعقد | ہوئی | تھی | ۔,اجلاس پچھلے ہفتے منعقد ہوئی تھی۔
میں ریشم کہاں سے خرید سکتا ہوں,,میں ریشم کہاں سے خرید سکتا ہوں,7,1,میں | ریشم | کہاں | سے | خرید | سکتا | ہوں,میں ریشم کہاں سے خرید سکتا ہوں۔
آپ پیلے نظر آتے ہیں,,آپ پیلے نظر آتے ہیں,5,1,آپ | پیلے | نظر | آتے | ہیں,آپ پیلے نظر آتے ہیں۔
میں لاجواب محسوس کرتا ہوں,,میں لاجواب محسوس کرتا ہوں,5,1,میں | لاجواب | محسوس | کرتا | ہوں,میں لاجواب محسوس کرتا ہوں۔
فرش موم,,فرش موم,2,1,فرش | موم,فرش موم۔
کيسے ہيں آپ آج,,کيسے ہيں آپ آج,4,1,کيسے | ہيں | آپ | آج,کيسے ہيں آپ آج۔
خطرے میں تھے,,خطرے میں تھے,3,1,خطرے | میں | تھے,خطرے میں تھے۔
زین تیز ترین دوڑتا ہے,,زین تیز ترین دوڑتا ہے,5,1,زین | تیز | ترین | دوڑتا | ہے,زین تیز ترین دوڑتا ہے۔
اس نے ملازمت قبول کر لی,,اس نے ملازمت قبول کر لی,6,1,اس | نے | ملازمت | قبول | کر | لی,اس نے ملازمت قبول کر لی۔
لوہے کا زور سخت ہے,,لوہے کا زور سخت ہے,5,1,لوہے | کا | زور | سخت | ہے,لوہے کا زور سخت ہے۔
پوکر کھیلنے دیتا ہے,,پوکر کھیلنے دیتا ہے,4,1,پوکر | کھیلنے | دیتا | ہے,پوکر کھیلنے دیتا ہے۔
مجھے لگتا ہے کہ وہ آپ کو پسند کرتا ہے,,مجھے لگتا ہے کہ وہ آپ کو پسند کرتا ہے,10,1,مجھے | لگتا | ہے | کہ | وہ | آپ | کو | پسند | کرتا | ہے,مجھے لگتا ہے کہ وہ آپ کو پسند کرتا ہے۔
انتہا ؤں پر نہ جائیں,,انتہا ؤں پر نہ جائیں,5,1,انتہا | ؤں | پر | نہ | جائیں,انتہا ؤں پر نہ جائیں۔
زین میرے پاس سے گزرا,,زین میرے پاس سے گزرا,5,1,زین | میرے | پاس | سے | گزرا,زین میرے پاس سے گزرا۔
اس نے یہ فورا کیا,,اس نے یہ فورا کیا,5,1,اس | نے | یہ | فورا | کیا,اس نے یہ فورا کیا۔
زین نے اپنا گھر فروخت کر دیا,,زین نے اپنا گھر فروخت کر دیا,7,1,زین | نے | اپنا | گھر | فروخت | کر | دیا,زین نے اپنا گھر فروخت کر دیا۔
اگلے ہفتے آپ سے ملیں گے,,اگلے ہفتے آپ سے ملیں گے,6,1,اگلے | ہفتے | آپ | سے | ملیں | گے,اگلے ہفتے آپ سے ملیں گے۔
آگ باہر ہے,,آگ باہر ہے,3,1,آگ | باہر | ہے,آگ باہر ہے۔
یہ اس کا گھوڑا ہے,,یہ اس کا گھوڑا ہے,5,1,یہ | اس | کا | گھوڑا | ہے,یہ اس کا گھوڑا ہے۔
میں تم سے بھاری ہوں,,میں تم سے بھاری ہوں,5,1,میں | تم | سے | بھاری | ہوں,میں تم سے بھاری ہوں۔
وہ کینٹالوپ پسند کرتا ہے,,وہ کینٹالوپ پسند کرتا ہے,5,1,وہ | کینٹالوپ | پسند | کرتا | ہے,وہ کینٹالوپ پسند کرتا ہے۔
مجھے لگتا ہے کہ زین خوش ہے,,مجھے لگتا ہے کہ زین خوش ہے,7,1,مجھے | لگتا | ہے | کہ | زین | خوش | ہے,مجھے لگتا ہے کہ زین خوش ہے۔
میں اس سے لطف اندوز ہوں گے,,میں اس سے لطف اندوز ہوں گے,7,1,میں | اس | سے | لطف | اندوز | ہوں | گے,میں اس سے لطف اندوز ہوں گے۔
اس کا آسان,,اس کا آسان,3,1,اس | کا | آسان,اس کا آسان۔
